,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,date of arrival
230,3,0,1,1,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,159.3,0,Canceled,2018-05-07
231,2,1,1,3,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,135.15,1,Not_Canceled,2018-05-12
232,1,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,90.0,0,Not_Canceled,2018-10-28
233,2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,114.0,0,Not_Canceled,2017-10-18
234,2,1,0,1,Meal Plan 1,1,Room_Type 1,58,Online,0,0,0,125.1,1,Not_Canceled,2018-06-21
235,2,0,2,5,Not Selected,0,Room_Type 1,4,Online,0,0,0,95.13,1,Not_Canceled,2017-08-14
236,2,0,0,2,Meal Plan 1,0,Room_Type 5,117,Online,0,0,0,105.84,0,Canceled,2018-04-29
237,2,0,1,3,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,102.0,0,Canceled,2018-12-26
238,2,0,2,2,Not Selected,0,Room_Type 1,35,Online,0,0,0,74.8,2,Not_Canceled,2018-12-02
239,2,0,1,0,Not Selected,0,Room_Type 1,31,Online,0,0,0,94.5,0,Canceled,2018-04-24
240,2,0,2,4,Not Selected,0,Room_Type 1,79,Online,0,0,0,120.6,0,Not_Canceled,2018-06-16
241,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,139.33,0,Not_Canceled,2017-10-09
242,2,0,0,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,105.0,0,Not_Canceled,2017-09-03
243,2,0,0,2,Not Selected,0,Room_Type 1,12,Corporate,0,0,0,100.0,1,Not_Canceled,2018-09-14
244,2,0,1,0,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,80.3,1,Not_Canceled,2018-02-08
245,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,Not_Canceled,2017-10-02
246,2,0,0,3,Meal Plan 1,1,Room_Type 1,78,Online,0,0,0,105.3,1,Not_Canceled,2018-03-24
247,2,0,0,4,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,112.8,0,Canceled,2018-05-31
248,2,0,1,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,151.0,0,Canceled,2018-08-15
249,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,91.0,1,Not_Canceled,2017-11-09
250,3,0,2,1,Meal Plan 1,0,Room_Type 4,152,Online,0,0,0,146.7,1,Canceled,2018-08-13
251,2,0,2,3,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,58.4,0,Not_Canceled,2017-10-02
252,2,0,0,4,Not Selected,0,Room_Type 1,177,Online,0,0,0,80.75,1,Canceled,2018-07-26
253,2,0,1,1,Not Selected,0,Room_Type 1,47,Offline,0,0,0,76.5,0,Not_Canceled,2018-05-21
254,3,0,0,3,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,140.13,0,Not_Canceled,2018-09-07
255,2,0,2,4,Not Selected,0,Room_Type 1,60,Online,0,0,0,76.0,1,Not_Canceled,2017-11-15
256,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,200.0,0,Not_Canceled,2017-09-16
257,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Online,0,0,0,101.5,0,Canceled,2017-10-16
258,2,0,0,3,Not Selected,0,Room_Type 1,71,Online,0,0,0,108.0,1,Not_Canceled,2018-10-18
259,3,0,2,3,Meal Plan 2,0,Room_Type 4,111,Online,0,0,0,189.0,1,Not_Canceled,2018-07-23
260,3,0,1,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,166.0,3,Not_Canceled,2018-06-11
261,2,0,1,1,Not Selected,0,Room_Type 1,4,Online,0,0,0,67.5,0,Not_Canceled,2018-01-16
262,2,0,1,3,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,78.54,1,Not_Canceled,2017-09-14
263,1,0,2,2,Meal Plan 1,0,Room_Type 1,209,Online,0,0,0,152.1,1,Canceled,2018-11-06
264,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,115.0,0,Canceled,2018-10-15
265,2,0,2,5,Not Selected,0,Room_Type 1,53,Online,0,0,0,66.53,2,Not_Canceled,2017-09-02
266,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Complementary,1,0,1,103.42353907649897,1,Not_Canceled,2017-08-12
267,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,Complementary,0,0,0,103.42353907649897,1,Not_Canceled,2017-08-23
268,2,0,0,3,Meal Plan 1,0,Room_Type 1,302,Online,0,0,0,90.3,2,Canceled,2018-12-29
269,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,85.0,0,Not_Canceled,2018-04-15
270,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,Corporate,0,0,0,75.0,0,Not_Canceled,2018-03-11
271,2,0,2,4,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,115.37,1,Canceled,2018-08-28
272,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Online,0,0,0,130.0,0,Canceled,2018-03-25
273,3,0,0,2,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,126.0,2,Not_Canceled,2018-12-09
274,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,94.35,1,Not_Canceled,2018-06-12
275,3,0,2,4,Meal Plan 1,0,Room_Type 4,109,Online,0,0,0,118.46,4,Not_Canceled,2018-07-06
276,1,0,0,2,Meal Plan 2,0,Room_Type 1,239,Online,0,0,0,90.6,0,Canceled,2018-06-15
277,1,0,2,1,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,82.9,2,Not_Canceled,2018-03-05
278,2,0,0,3,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,95.33,1,Not_Canceled,2017-08-18
279,3,0,2,5,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,135.64,1,Not_Canceled,2018-04-21
280,3,0,1,1,Meal Plan 1,0,Room_Type 4,45,Offline,0,0,0,122.4,0,Not_Canceled,2018-06-18
281,2,0,1,3,Not Selected,0,Room_Type 1,41,Online,0,0,0,116.1,0,Canceled,2018-05-09
282,2,0,0,4,Not Selected,0,Room_Type 1,167,Online,0,0,0,62.18,0,Canceled,2018-06-28
283,2,0,0,4,Not Selected,0,Room_Type 1,62,Online,0,0,0,63.75,0,Canceled,2018-03-09
284,1,0,1,4,Meal Plan 1,0,Room_Type 1,113,Online,0,0,0,118.8,0,Canceled,2018-09-07
285,2,0,0,2,Not Selected,1,Room_Type 1,1,Online,0,0,0,167.0,0,Not_Canceled,2018-08-10
286,2,2,2,2,Meal Plan 1,0,Room_Type 6,84,Online,0,0,0,187.85,1,Not_Canceled,2018-05-13
288,2,0,0,1,Meal Plan 1,0,Room_Type 2,9,Complementary,1,0,3,103.42353907649897,1,Not_Canceled,2018-09-07
289,3,0,1,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,128.7,0,Canceled,2018-10-28
290,2,0,1,3,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,80.33,1,Not_Canceled,2018-03-17
291,2,0,1,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,140.0,1,Canceled,2018-08-22
292,2,1,1,1,Meal Plan 1,0,Room_Type 1,128,Online,0,0,0,76.5,2,Not_Canceled,2017-08-08
293,2,0,2,1,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,105.3,1,Not_Canceled,2018-05-01
294,2,0,2,1,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,87.3,1,Canceled,2018-04-03
295,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110.0,0,Canceled,2018-11-01
296,1,0,0,1,Meal Plan 2,0,Room_Type 1,41,Offline,0,0,0,83.0,0,Not_Canceled,2017-09-04
297,2,0,2,2,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,99.45,1,Not_Canceled,2018-08-13
298,2,1,2,1,Meal Plan 2,0,Room_Type 1,27,Offline,0,0,0,104.5,3,Not_Canceled,2017-12-27
299,2,0,2,5,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,92.54,2,Not_Canceled,2018-11-16
300,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,Not_Canceled,2018-10-13
301,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,130.0,0,Canceled,2018-06-15
302,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,Offline,1,1,0,63.0,1,Not_Canceled,2018-01-02
303,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,Online,0,0,0,109.8,0,Canceled,2018-10-28
304,2,0,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,103.0,0,Not_Canceled,2018-05-16
305,3,0,2,1,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,130.0,1,Not_Canceled,2018-02-20
306,2,0,0,2,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,117.0,0,Canceled,2018-03-23
307,2,0,0,4,Meal Plan 1,0,Room_Type 4,95,Offline,0,0,0,60.5,0,Not_Canceled,2017-12-29
308,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,Offline,0,0,0,112.2,0,Not_Canceled,2017-09-30
309,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,135.9,0,Canceled,2018-08-01
310,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,151.0,1,Canceled,2018-07-25
311,2,2,0,2,Meal Plan 1,0,Room_Type 6,22,Online,0,0,0,239.0,2,Not_Canceled,2018-09-16
312,2,0,2,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,59.09,0,Not_Canceled,2017-12-26
313,2,0,2,5,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,103.09,0,Canceled,2018-07-09
314,2,0,2,1,Meal Plan 1,0,Room_Type 1,26,Offline,0,0,0,87.0,0,Not_Canceled,2018-02-28
315,3,0,1,0,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,137.0,0,Canceled,2018-04-17
316,2,0,0,2,Meal Plan 2,0,Room_Type 1,79,Offline,0,0,0,109.0,0,Not_Canceled,2018-06-24
317,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Online,0,0,0,115.0,1,Canceled,2018-06-06
318,2,0,2,3,Meal Plan 1,0,Room_Type 4,189,Online,0,0,0,99.45,1,Not_Canceled,2018-07-17
319,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Online,0,0,0,115.0,1,Canceled,2018-08-18
320,3,0,1,2,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,130.0,2,Not_Canceled,2018-02-22
321,1,0,1,0,Meal Plan 1,0,Room_Type 1,51,Corporate,1,0,3,65.0,0,Not_Canceled,2018-05-22
322,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,75.0,0,Canceled,2018-06-17
323,2,1,1,2,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,132.9,0,Canceled,2018-07-08
324,1,0,2,0,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,120.0,0,Not_Canceled,2017-10-18
325,2,0,0,2,Not Selected,0,Room_Type 1,46,Online,0,0,0,79.2,1,Canceled,2018-11-11
326,3,0,2,1,Meal Plan 1,0,Room_Type 4,84,Online,0,0,0,159.3,0,Canceled,2018-08-28
327,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,130.0,0,Canceled,2018-06-15
328,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,90.0,0,Not_Canceled,2017-10-06
329,2,0,0,2,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,140.4,1,Not_Canceled,2018-05-27
330,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,75.0,0,Not_Canceled,2017-08-11
331,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,Online,0,0,0,109.0,0,Canceled,2017-07-17
332,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,Online,0,0,0,94.5,0,Canceled,2017-07-25
333,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,1,75.0,0,Not_Canceled,2017-12-15
334,2,0,1,2,Meal Plan 1,0,Room_Type 4,32,Offline,0,0,0,75.0,1,Not_Canceled,2017-10-23
335,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,Offline,0,0,0,76.67,0,Not_Canceled,2017-10-10
336,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,126.0,0,Not_Canceled,2018-10-02
337,2,0,1,1,Not Selected,0,Room_Type 1,175,Online,0,0,0,85.5,1,Not_Canceled,2018-07-23
338,2,0,0,3,Meal Plan 1,0,Room_Type 4,143,Online,0,0,0,140.7,0,Canceled,2018-08-18
339,2,0,2,2,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,103.7,1,Not_Canceled,2018-06-26
340,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,142.0,0,Not_Canceled,2017-09-08
341,2,1,2,5,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,103.7,3,Not_Canceled,2018-12-21
342,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,Not_Canceled,2018-06-06
343,2,0,0,3,Meal Plan 1,0,Room_Type 1,45,Offline,0,0,0,75.0,0,Not_Canceled,2018-11-10
344,3,0,1,1,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,137.7,0,Not_Canceled,2018-07-25
345,2,0,0,1,Not Selected,0,Room_Type 1,57,Online,0,0,0,87.3,3,Not_Canceled,2018-09-07
346,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Complementary,1,0,4,103.42353907649897,4,Not_Canceled,2018-08-24
347,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,Not_Canceled,2017-08-14
348,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,97.0,1,Not_Canceled,2018-02-24
349,3,0,1,1,Meal Plan 1,0,Room_Type 4,89,Online,0,0,0,150.3,1,Not_Canceled,2018-08-15
350,2,0,0,4,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,82.45,0,Not_Canceled,2018-03-29
351,1,0,0,1,Meal Plan 1,1,Room_Type 4,4,Corporate,1,0,3,103.0,1,Not_Canceled,2018-07-01
352,1,0,2,5,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,145.0,0,Canceled,2018-07-05
353,1,0,1,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,145.0,1,Not_Canceled,2018-07-11
354,2,0,2,2,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,134.85,1,Not_Canceled,2018-05-14
355,2,1,1,1,Meal Plan 1,0,Room_Type 6,14,Online,0,0,0,168.25,1,Not_Canceled,2018-10-22
356,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,60.0,0,Canceled,2018-02-28
357,2,0,1,3,Meal Plan 1,0,Room_Type 1,133,Offline,0,0,0,76.0,0,Not_Canceled,2018-06-13
358,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,63.5,1,Not_Canceled,2017-08-10
359,2,0,2,0,Meal Plan 1,0,Room_Type 1,19,Offline,0,0,0,95.0,0,Not_Canceled,2018-09-18
360,2,0,2,2,Meal Plan 1,0,Room_Type 4,86,Offline,0,0,0,90.95,3,Not_Canceled,2018-09-03
361,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,98.4,2,Not_Canceled,2017-10-16
362,2,0,0,1,Meal Plan 1,0,Room_Type 1,65,Online,0,0,0,135.9,1,Not_Canceled,2018-09-22
363,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,130.0,1,Not_Canceled,2018-11-16
364,2,0,0,1,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,81.9,2,Not_Canceled,2017-11-19
365,3,0,1,4,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,78.85,1,Not_Canceled,2018-02-22
366,2,0,2,3,Meal Plan 2,0,Room_Type 1,87,Online,0,0,0,141.3,0,Canceled,2018-06-26
367,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,70.0,1,Not_Canceled,2018-04-09
368,2,0,2,3,Meal Plan 2,0,Room_Type 1,39,Online,0,0,0,170.1,2,Not_Canceled,2018-08-13
369,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,0,0,115.0,1,Canceled,2018-10-23
370,2,2,0,5,Meal Plan 1,0,Room_Type 6,22,Online,0,0,0,199.0,0,Not_Canceled,2017-12-29
371,2,0,2,2,Meal Plan 1,0,Room_Type 4,102,Offline,0,0,0,82.45,0,Not_Canceled,2018-07-10
372,4,0,0,3,Meal Plan 1,0,Room_Type 7,86,Online,0,0,0,192.86,1,Not_Canceled,2018-10-20
373,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,185.0,0,Not_Canceled,2017-09-25
374,2,0,2,5,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,68.07,1,Not_Canceled,2018-12-10
375,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,118.8,1,Not_Canceled,2018-10-04
376,2,0,0,2,Meal Plan 1,0,Room_Type 4,115,Online,0,0,0,104.4,0,Canceled,2018-10-27
377,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,12,65.0,0,Not_Canceled,2018-03-23
378,2,0,1,3,Not Selected,0,Room_Type 1,35,Online,0,0,0,71.1,0,Canceled,2018-03-03
379,2,0,2,1,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,95.0,0,Not_Canceled,2018-05-21
380,2,0,2,5,Meal Plan 1,0,Room_Type 4,237,Online,0,0,0,116.62,1,Canceled,2018-09-13
381,2,0,0,4,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,136.0,2,Not_Canceled,2018-09-07
382,2,2,2,2,Meal Plan 1,0,Room_Type 6,32,Online,0,0,0,147.9,0,Canceled,2018-12-02
383,2,0,2,0,Not Selected,0,Room_Type 1,5,Offline,0,0,0,123.7,0,Not_Canceled,2018-09-18
384,2,0,2,1,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,135.9,0,Canceled,2018-06-19
385,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109.0,0,Not_Canceled,2017-10-16
386,3,0,2,1,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,186.0,1,Not_Canceled,2018-03-20
387,3,0,1,3,Meal Plan 1,0,Room_Type 4,155,Online,0,0,0,115.6,1,Canceled,2018-12-26
388,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,Online,0,0,0,221.0,0,Canceled,2018-05-14
389,1,0,0,3,Meal Plan 1,0,Room_Type 1,11,Corporate,0,0,0,65.0,0,Not_Canceled,2017-09-15
390,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,80.0,0,Not_Canceled,2018-02-19
391,2,1,1,4,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,73.83,0,Not_Canceled,2018-03-23
392,1,0,0,1,Meal Plan 1,1,Room_Type 1,18,Corporate,1,3,19,67.0,0,Not_Canceled,2018-10-18
393,2,0,0,2,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,80.3,1,Not_Canceled,2018-03-04
394,2,0,2,1,Not Selected,0,Room_Type 1,54,Offline,0,0,0,85.0,0,Not_Canceled,2018-04-30
395,2,1,2,3,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,152.1,1,Canceled,2018-07-23
396,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,Online,0,0,0,89.25,1,Not_Canceled,2017-09-09
397,1,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,110.0,0,Not_Canceled,2018-09-28
398,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,95.0,0,Canceled,2018-05-13
399,2,0,0,1,Not Selected,0,Room_Type 1,29,Online,0,0,0,79.0,0,Not_Canceled,2018-03-18
400,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,Online,0,0,0,80.0,0,Canceled,2018-08-12
401,2,0,2,2,Meal Plan 1,0,Room_Type 1,213,Online,0,0,0,102.85,2,Canceled,2018-10-01
402,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,Online,0,0,0,90.0,0,Canceled,2018-09-09
403,2,0,1,2,Meal Plan 1,0,Room_Type 2,81,Online,0,0,0,62.37,2,Not_Canceled,2018-01-29
404,2,0,0,1,Not Selected,0,Room_Type 1,23,Online,0,0,0,98.0,0,Not_Canceled,2018-04-08
405,2,0,0,3,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,117.67,1,Canceled,2017-09-17
406,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,141.0,1,Not_Canceled,2018-06-18
407,2,1,1,3,Meal Plan 1,0,Room_Type 6,124,Online,0,0,0,156.61,2,Canceled,2018-12-26
408,3,0,0,3,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,152.1,0,Canceled,2018-08-03
409,2,0,0,1,Meal Plan 1,0,Room_Type 1,167,Online,0,0,0,105.3,0,Canceled,2018-08-06
410,2,0,1,3,Meal Plan 1,0,Room_Type 1,71,Online,0,0,0,119.85,1,Not_Canceled,2018-05-30
411,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,97.2,2,Not_Canceled,2018-11-04
412,1,0,0,1,Not Selected,0,Room_Type 1,37,Online,0,0,0,116.1,0,Not_Canceled,2018-05-13
413,3,0,2,2,Meal Plan 1,0,Room_Type 4,76,Online,0,0,0,150.45,0,Canceled,2018-05-29
414,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,71.0,0,Not_Canceled,2018-01-20
415,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,Complementary,0,0,0,103.42353907649897,0,Not_Canceled,2018-06-27
416,2,0,1,2,Meal Plan 1,0,Room_Type 4,75,Offline,0,0,0,60.0,0,Not_Canceled,2017-12-07
417,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Corporate,1,0,1,89.0,1,Not_Canceled,2018-04-05
418,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,0,0,115.0,1,Canceled,2018-10-23
419,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,100.0,1,Not_Canceled,2018-05-02
420,2,0,1,3,Not Selected,0,Room_Type 1,122,Online,0,0,0,75.9,2,Canceled,2018-11-14
421,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65.0,0,Not_Canceled,2017-10-02
422,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,Online,0,0,0,104.55,2,Not_Canceled,2018-05-29
423,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,Online,0,0,0,115.0,0,Canceled,2018-10-14
424,3,0,1,1,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,187.0,0,Canceled,2018-07-02
425,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,115.0,0,Not_Canceled,2018-08-04
426,2,0,0,4,Not Selected,0,Room_Type 1,236,Online,0,0,0,84.43,1,Canceled,2018-09-27
427,2,0,2,3,Meal Plan 1,0,Room_Type 1,120,Online,0,0,0,90.95,0,Canceled,2018-04-08
428,2,0,1,3,Meal Plan 2,1,Room_Type 4,12,Online,0,0,0,208.0,1,Not_Canceled,2018-03-24
429,2,0,2,4,Meal Plan 1,0,Room_Type 1,224,Online,0,0,0,97.18,1,Canceled,2018-09-03
430,1,0,0,4,Meal Plan 2,0,Room_Type 1,33,Offline,0,0,0,79.11,0,Not_Canceled,2017-10-21
431,2,0,0,2,Meal Plan 1,0,Room_Type 1,24,Complementary,0,0,0,103.42353907649897,0,Not_Canceled,2018-05-13
432,2,0,0,1,Meal Plan 1,0,Room_Type 4,22,Online,0,0,0,120.0,1,Not_Canceled,2017-09-08
433,2,0,0,3,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,126.0,1,Not_Canceled,2017-10-20
434,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,91.0,1,Canceled,2018-02-16
435,2,0,0,5,Meal Plan 2,0,Room_Type 1,230,Online,0,0,0,137.0,0,Canceled,2018-09-06
436,2,0,0,4,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,67.32,0,Not_Canceled,2018-03-16
437,2,0,0,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,81.62,0,Not_Canceled,2017-10-23
438,3,0,1,3,Meal Plan 2,0,Room_Type 4,63,Online,0,0,0,123.66,2,Not_Canceled,2018-10-24
439,2,0,2,1,Not Selected,0,Room_Type 1,166,Online,0,0,0,94.5,1,Not_Canceled,2018-08-06
440,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,Online,0,0,0,96.3,0,Canceled,2018-08-22
441,2,0,2,1,Meal Plan 1,0,Room_Type 1,136,Online,0,0,0,88.01,1,Not_Canceled,2018-08-13
442,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,81.9,2,Not_Canceled,2018-03-10
443,2,0,0,4,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,119.85,1,Not_Canceled,2018-05-11
444,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,83.5,0,Not_Canceled,2017-10-23
445,1,0,0,1,Meal Plan 1,1,Room_Type 1,1,Corporate,1,0,3,67.0,1,Not_Canceled,2018-04-01
446,2,0,2,2,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,156.0,1,Not_Canceled,2018-06-19
447,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,85.0,0,Not_Canceled,2017-10-13
448,2,0,2,5,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,126.75,0,Canceled,2018-04-04
449,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Online,0,0,0,115.0,1,Canceled,2018-06-06
450,2,0,2,1,Not Selected,0,Room_Type 1,24,Online,0,0,0,107.1,1,Canceled,2018-10-16
451,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,Offline,0,0,0,120.0,0,Not_Canceled,2018-10-14
452,2,0,2,1,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,93.6,2,Not_Canceled,2018-11-19
453,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-08
454,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,90.0,1,Not_Canceled,2018-06-08
455,2,0,0,5,Meal Plan 1,0,Room_Type 1,230,Online,0,0,0,137.0,1,Canceled,2018-09-06
456,2,1,1,3,Meal Plan 1,0,Room_Type 1,92,Online,0,0,0,106.43,1,Canceled,2018-10-31
457,1,0,0,3,Not Selected,0,Room_Type 1,2,Online,0,0,0,87.78,0,Not_Canceled,2018-05-31
458,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,Not_Canceled,2017-09-18
459,2,0,0,1,Not Selected,0,Room_Type 1,82,Online,0,0,0,85.5,0,Canceled,2018-06-23
460,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,Not_Canceled,2018-10-13
